0.0060004 0 0 0 | 0 0 0 | 0 0 | 0 0 | 1 1.1 -1 | 25 12 13
11.0296309 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.0396315 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.049632 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.0596326 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.0696332 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.0796337 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.0896343 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.0996349 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.1096355 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.119636 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.1296366 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.1396372 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.1496378 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.1596383 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.1696389 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.1796395 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.18964 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.1996406 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.2096412 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.2196418 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.2296423 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.2396429 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.2496435 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.259644 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.2696446 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.2796452 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.2896458 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.2996463 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.3096469 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.3196475 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.329648 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.3396486 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.3496492 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.3596498 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.3696503 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.3796509 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.3896515 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.3996521 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.4096526 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.4196532 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.4296538 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.4396543 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.4496549 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.4596555 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.4696561 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.4796566 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.4896572 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.4996578 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.5096583 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.5196589 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.5296595 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.5396601 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.5496606 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.5596612 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.5696618 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.5796623 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.5896629 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.5996635 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.6096641 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.6196646 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.6296652 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.6396658 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.6496664 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.6596669 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.6696675 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.6796681 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.6896686 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.6996692 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.7096698 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.7196704 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.7296709 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.7396715 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.7496721 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.7596726 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.7696732 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.7796738 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.7896744 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.7996749 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.8096755 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.8196761 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.8296766 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.8396772 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.8496778 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.8596784 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.8696789 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.8796795 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.8896801 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.8996807 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.9096812 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.9196818 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.9296824 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.9396829 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.9496835 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.9596841 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.9696847 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.9796852 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.9896858 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
11.9996864 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.0096869 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.0196875 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.0296881 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.0396887 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.0496892 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.0596898 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.0696904 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.0796909 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.0896915 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.0996921 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.1096927 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.1196932 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.1296938 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.1396944 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.149695 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.1596955 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.1696961 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.1796967 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.1896972 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.1996978 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.2096984 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.219699 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.2296995 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.2397001 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.2497007 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.2597012 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.2697018 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.2797024 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.289703 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.2997035 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.3097041 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.3197047 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.3297052 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.3397058 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.3497064 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.359707 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.3697075 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.3797081 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.3897087 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.3997093 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.4097098 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.4197104 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.429711 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.4397115 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.4497121 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.4597127 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.4697133 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.4797138 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.4897144 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.499715 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.5097155 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.5197161 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.5297167 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.5397173 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.5497178 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.5597184 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.569719 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.5797195 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.5897201 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.5997207 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.6837255 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -1 | 25 12 13
12.6937261 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
12.7037266 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
12.7137272 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
12.7237278 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
12.7337284 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
12.7437289 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
12.7537295 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
12.7637301 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
12.7737306 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
12.7837312 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
12.7937318 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
12.8037324 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
12.8137329 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
12.8237335 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
12.8337341 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
12.8437346 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
12.8537352 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
12.8637358 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
12.8737364 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
12.8837369 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
12.8937375 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
12.9037381 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
12.9137387 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
12.9237392 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
12.9337398 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
12.9437404 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
12.9537409 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
12.9637415 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
12.9737421 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
12.9837427 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
12.9937432 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.0037438 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.0137444 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.0237449 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.0337455 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.0437461 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.0537467 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.0637472 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.0737478 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.0837484 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.0937489 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.1037495 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.1137501 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.1237507 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.1337512 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.1437518 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.1537524 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.163753 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.1737535 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.1837541 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.1937547 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.2037552 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.2137558 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.2237564 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.233757 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.2437575 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.2537581 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.2637587 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.2737592 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.2837598 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.2937604 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.303761 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.3137615 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.3237621 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.3337627 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.3437632 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.3537638 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.3637644 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.373765 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.3837655 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.3937661 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.4037667 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.4137673 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.4237678 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.4337684 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.443769 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.4537695 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.4637701 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.4737707 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.4837713 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.4937718 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.5037724 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.513773 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.5237735 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.5337741 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.5437747 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.5537753 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.5637758 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.5737764 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.584777 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.5947776 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.6047782 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.6147788 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.6247793 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.6347799 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.6447805 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.654781 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.6647816 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.6747822 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.6847828 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.6947833 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.7047839 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.7147845 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.724785 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.7347856 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.7447862 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.7547868 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.7647873 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.7747879 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.7847885 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.794789 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.8047896 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.8147902 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
13.8247908 0 0 0 | 0 0 0 | 0 0 | 0 0 | 2 1.1 -5 | 15 2 13
