0.009 0 0 0 | 0 0 0 | 0.0779585619265576 -0.784179025810661 | -34 87 | 0 0
1.978 0.972638796095287 -0.159850932382361 -0.427750131141818 | 1.5494273873392 1.2736490727461 -0.845898941604285 | 0.774713693669599 0.638944084387402 | 313 213 | 313 213
1.988 0.980649248819494 -0.16356485570542 -0.440518791772917 | 1.54691923750564 1.2918859925875 -0.85136720081458 | 0.773459618752821 0.64808624948715 | 313 212 | 313 212
1.998 0.987294681806477 -0.166723575634997 -0.446903122088467 | 1.54493234914671 1.30285308379923 -0.855949961710761 | 0.772466174573353 0.653585344945124 | 313 211 | 313 211
2.008 0.993919813186671 -0.16992465754166 -0.453287452404016 | 1.54302334610411 1.31383980587417 -0.86055235347015 | 0.771511673052053 0.659094295096427 | 313 210 | 313 210
2.018 1.0005243729228 -0.173167970950798 -0.459671782719566 | 1.54119259574726 1.32484544207658 -0.865173659357017 | 0.770596297873629 0.664612740139725 | 313 209 | 313 209
2.028 1.00710809181608 -0.176453383666465 -0.466056113035115 | 1.5394404520076 1.33586926372485 -0.869813150689736 | 0.769720226003802 0.67014031427684 | 314 209 | 314 209
2.038 1.01367070151719 -0.179780761776764 -0.472440443350665 | 1.53776725511507 1.34691053056283 -0.874470087212167 | 0.768883627557537 0.675676645899191 | 314 208 | 314 208
2.048 1.02021193453721 -0.183149969659311 -0.478824773666214 | 1.53617333134258 1.35796849114891 -0.879143717482693 | 0.768086665671288 0.681221357783085 | 314 207 | 314 207
2.058 1.02802233657593 -0.187268003084357 -0.491593434297313 | 1.53438778975304 1.37636942373213 -0.884775989434813 | 0.767193894876521 0.69044585727923 | 314 206 | 314 206
2.068 1.03580628873345 -0.191435816432611 -0.491593434297313 | 1.53270637028898 1.38202165696138 -0.890428222664069 | 0.766353185144489 0.693283278360317 | 314 206 | 314 206
2.078 1.042281795544 -0.194929682876028 -0.497977764612863 | 1.53136576498387 1.39312832340856 -0.895150558795692 | 0.765682882491934 0.698852440586482 | 314 205 | 314 205
2.088 1.04873486453931 -0.198464819608853 -0.504362094928412 | 1.53010564399427 1.40424844244482 -0.899886347516408 | 0.765052821997135 0.704428356012372 | 315 204 | 315 204
2.098 1.05516523269528 -0.202041082540555 -0.510746425243962 | 1.52892625774529 1.41538121134366 -0.904634786099701 | 0.764463128872647 0.710010621669275 | 315 204 | 315 204
2.108 1.0615726379131 -0.205658325904321 -0.517130755559511 | 1.52782784132761 1.42652581895162 -0.909395063392105 | 0.763913920663806 0.715598830358152 | 315 203 | 315 203
2.118 1.0679568190299 -0.209316402262991 -0.523515085875061 | 1.5268106143118 1.43768144618958 -0.914166360314519 | 0.763405307155898 0.721192570901294 | 315 202 | 315 202
2.128 1.07557544786012 -0.213779257183735 -0.53628374650616 | 1.52571977694743 1.45619085161905 -0.919907105112888 | 0.762859888473714 0.730471523766256 | 316 201 | 316 201
2.138 1.08188839921577 -0.217558931291288 -0.54266807682171 | 1.52491923152073 1.46737041895078 -0.924702342129067 | 0.762459615760365 0.736077282236468 | 316 201 | 316 201
2.148 1.08817709139086 -0.221378832062887 -0.549052407137259 | 1.5242005340754 1.47855794787417 -0.929505540736914 | 0.762100267037699 0.741687037425698 | 317 200 | 317 200
2.158 1.09444126806125 -0.22523880380115 -0.555436737452809 | 1.52356382975266 1.48975258983163 -0.934315852378824 | 0.76178191487633 0.747300363358027 | 317 200 | 317 200
2.168 1.10068067390199 -0.229138689175426 -0.561821067768358 | 1.52300924735251 1.50095349140184 -0.939132423633487 | 0.761504623676254 0.752916831615958 | 317 199 | 317 199
2.178 1.10689505459781 -0.233078329228198 -0.568205398083908 | 1.52253689922906 1.51215979487194 -0.943954396788033 | 0.761268449614531 0.75853601162763 | 318 199 | 318 199
2.188 1.11430669664348 -0.237877093807053 -0.580974058715007 | 1.52210128670295 1.53072145191183 -0.949747393196825 | 0.761050643351476 0.767841194801025 | 318 198 | 318 198
2.198 1.12044448626455 -0.241935027979195 -0.587358389030556 | 1.52184773070899 1.54193738599859 -0.954578996968035 | 0.760923865354496 0.773465209382262 | 319 197 | 319 197
2.208 1.12655624378274 -0.246032064861731 -0.593742719346106 | 1.52167667457266 1.55315555910421 -0.9594128397581 | 0.760838337286329 0.779090347950965 | 319 197 | 319 197
2.218 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
2.228 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
2.238 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
2.248 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
2.258 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
2.268 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
2.278 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
2.288 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
2.298 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
2.308 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
2.318 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
2.328 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
2.338 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
2.348 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
2.358 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
2.368 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
2.378 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
2.388 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
2.398 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
2.408 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
2.418 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
2.428 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
2.438 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
2.448 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
2.458 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
2.468 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
2.478 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
2.488 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
2.498 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
2.508 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
2.518 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
2.528 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
2.538 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
2.548 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
2.558 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
2.568 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
2.578 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
2.588 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
2.598 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
2.608 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
2.618 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
2.628 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
2.638 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
2.648 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
2.658 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
2.668 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
2.678 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
2.688 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
2.698 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
2.708 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
2.718 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
2.728 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
2.738 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
2.748 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
2.758 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
2.768 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
2.778 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
2.788 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
2.798 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
2.808 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
2.818 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
2.828 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
2.838 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
2.848 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
2.858 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
2.868 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
2.878 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
2.888 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
2.898 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
2.908 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
2.918 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
2.928 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
2.938 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
2.948 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
2.958 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
2.968 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
2.978 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
2.988 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
2.998 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
3.008 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
3.018 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
3.028 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
3.038 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
3.048 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
3.058 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
3.068 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
3.078 1.13264172008565 -0.250168037461343 -0.600127049661655 | 1.52158815309069 1.56437510144812 -0.964248051786464 | 0.760794076545344 0.784716173877294 | 319 197 | 319 197
3.088 1.13870066713209 -0.25434277719771 -0.606511379977205 | -1.52158218427621 -1.5659975112867 2.17250889126391 | -0.760791092138106 -0.786737262045902 | -320 -196 | -320 -196
